path,median,q2.5,q97.5,n_draws,nonzero_95,median_std,q2.5_std,q97.5_std,n_draws_std,nonzero_95_std
deforestation -> eutrophication composite,0.03276324389776331,0.01584891316034664,0.04970369147027093,12000,TRUE,0.45044741338067434,0.21789972812980363,0.6833541674969211,12000,TRUE
eutrophication composite -> cyclopoids,-0.03586464463824276,-0.46907582900590433,0.405748073599897,12000,FALSE,-0.055579776652435686,-0.7269312179773955,0.6287916006225135,12000,FALSE
deforestation -> cyclopoids,0.018008317550132727,-0.005259016540040613,0.04047794552608009,12000,FALSE,0.3836901126608019,-0.11205003705181393,0.8624341188977424,12000,FALSE
