Parameter,Term,Mean,SD,Q2.5,Q97.5
b_Intercept,Intercept,0.5208278409664051,0.2868843263486015,-0.0496161398197527,1.0905263626563155
b_defor,deforestation (% forest loss),0.01712095615016767,0.008962224747479453,-7.643620224487476e-4,0.03495322261774199
