Parameter,Term,Mean,SD,Q2.5,Q97.5
b_Intercept,Intercept,97.2677714035573,9.546471781100642,78.357885232985,116.08529782929412
b_temp,temperature,1.5912829589646196,0.6781130565138217,0.27466829132361387,2.9291219435337243
b_chl_log1p,chlorophyll,-24.80000703461964,7.643588353119671,-39.81105559652758,-9.640362492558594
