 ,Initials,Lake,Fish_ID,Voucher,Mass,Length,Spines,Fin,Fibrosis,Sex,Repro_State,Gut,Liver,Schisto_Free,Schisto_cyst,Eust,Notes,Page number 
7/12/23,GAC,amor,16,1,0.43,35.93,Y,Y,0,M,3,Y,,0,0,0,,GCP = Gill Copepod Parasite 
7/12/23,GAC,amor,17,2,0.64,39.5,Y,Y,0,M,3,Y,,0,0,0,,
7/12/23,GAC,amor,18,3,0.62,39.28,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,GAC,amor,19,4,0.44,35.74,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,GAC,amor,20,5,0.8,43.13,Y,Y,0,M,3,Y,,0,0,0,,
7/12/23,GAC,amor,21,6,0.6,38.64,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,GAC,amor,22,7,0.57,39.26,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,GAC,amor,23,8,0.41,36.12,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,GAC,amor,24,9,1.29,46.96,Y,Y,0,M,3,Y,,0,0,0,,
7/12/23,GAC,amor,25,10,1.13,46.57,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,GAC,amor,26,11,1,45.65,Y,Y,0,M,3,Y,,0,0,0,,
7/12/23,GAC,amor,27,12,0.73,40.62,Y,Y,0,M,3,Y,,1,0,0,,
7/12/23,GAC,amor,28,13,0.77,41.97,Y,Y,0,M,3,Y,,1,0,0,,
7/12/23,CHP,amor,29,14,1.04,44.85,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,30,15,0.39,34.76,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,31,16,0.27,30.77,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,32,17,0.27,31.75,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,33,18,0.95,44.04,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,34,19,0.7,41.24,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,35,20,0.53,37.77,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,36,21,0.71,40.13,Y,Y,0,M,3,Y,,0,0,0,,
7/12/23,CHP,amor,37,22,0.98,41.9,Y,Y,0,M,?,Y,,5,0,0,,
7/12/23,CHP,amor,38,23,0.73,42.67,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,39,24,1.3,47,Y,Y,0,F,3,Y,,0,0,0,,
7/12/23,CHP,amor,40,25,0.66,40.34,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,41,26,0.54,37.98,Y,Y,0,M,2,Y,,1,0,0,,
7/13/23,GAC,amor,42,27,0.65,40.15,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,43,X,0.86,44.12,Y,Y,0,M,3,Y,,0,0,0,,
7/13/23,GAC,amor,44,X,1.13,47.14,Y,Y,0,F,3,Y,,1,0,0,,
7/13/23,GAC,amor,45,X,0.56,39.81,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,46,X,0.53,38.12,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,47,X,0.53,36.79,Y,Y,0,M,3,Y,,1,0,0,,
7/13/23,GAC,amor,48,X,0.66,40.47,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,49,X,0.36,34.8,Y,Y,0,M,3,Y,,0,0,0,,
7/13/23,GAC,amor,50,X,0.48,36.76,Y,Y,0,F,2,Y,,1,0,0,,
7/13/23,GAC,amor,51,X,0.85,41.97,Y,Y,0,M,3,Y,,0,0,0,,
7/13/23,GAC,amor,52,X,0.43,35.74,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,53,X,0.45,36.03,Y,Y,0,M,3,Y,,0,0,0,,
7/13/23,GAC,amor,54,X,0.71,39.03,Y,Y,0,F,3,Y,,2,0,0,,
7/13/23,GAC,amor,55,X,0.45,35.35,Y,Y,0,F,2,Y,,0,0,0,,
7/13/23,GAC,amor,56,X,0.47,36.27,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,57,X,0.96,43.41,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,58,X,0.48,38.64,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,GAC,amor,59,X,0.42,36.08,Y,Y,0,F,2,Y,,1,0,0,,
7/13/23,GAC,amor,60,X,0.59,38.61,Y,Y,0,M,3,Y,,1,0,0,,
7/13/23,CHP,amor,61,X,1,43.77,Y,Y,0,F,3,Y,,2,0,1,,
7/13/23,CHP,amor,62,X,0.41,34.26,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,CHP,amor,63,X,0.63,38.42,Y,Y,0,M,3,Y,,1,0,0,,
7/13/23,CHP,amor,64,X,0.64,40.16,Y,Y,0,M,3,Y,,0,0,0,,
7/13/23,CHP,amor,65,X,0.61,37.57,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,CHP,amor,66,X,0.74,38.45,Y,Y,0,?,?,Y,,1,0,0,,
7/13/23,CHP,amor,67,X,0.5,35.34,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,CHP,amor,68,X,0.68,38.45,Y,Y,0,M,3,Y,,1,0,0,,
7/13/23,CHP,amor,69,X,0.63,37.78,Y,Y,0,M,2,Y,,1,0,0,,
7/13/23,CHP,amor,70,X,0.36,33.73,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,CHP,amor,71,X,0.38,32.93,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,CHP,amor,72,X,0.51,35.81,Y,Y,0,M,2,Y,,1,0,0,,
7/13/23,CHP,amor,73,X,0.55,38.15,Y,Y,0,F,3,Y,,0,0,0,,
7/13/23,CHP,amor,74,X,0.49,35.95,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,AEC,amor,75,X,0.42,35.27,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,76,X,0.45,34.31,Y,Y,0,M,1,Y,,0,0,0,,
7/14/23,AEC,amor,77,X,0.38,35.02,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,78,X,0.49,35.35,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,79,X,NA,NA,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,80,X,0.62,39.65,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,81,X,0.31,32.63,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,AEC,amor,82,X,0.38,33.44,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,83,X,0.36,33.04,Y,Y,0,M,1,Y,,1,0,0,,
7/14/23,AEC,amor,84,X,0.38,34.24,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,85,X,0.37,31.95,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,86,X,0.28,31.61,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,87,X,0.37,35.3,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,88,X,0.56,39.16,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,89,X,0.35,33.9,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,AEC,amor,90,X,NA,NA,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,CHP,amor,91,X,0.61,37.33,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,CHP,amor,92,X,0.52,38.52,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,CHP,amor,93,X,0.5,35.68,Y,Y,0,M,3,Y,,0,0,0,Apatomon(orange),
7/14/23,CHP,amor,94,X,0.46,35.08,Y,Y,0,F,3,Y,,0,0,0,Apatomon(orange),
7/14/23,CHP,amor,95,X,0.64,37.77,Y,Y,0,M,3,Y,,1,0,0,,
7/14/23,CHP,amor,96,X,0.54,38.41,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,CHP,amor,97,X,0.87,44.73,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,CHP,amor,98,X,1.07,43.97,Y,Y,0,F,3,Y,,0,0,0,"Strange orange long tendon, right side, near ovary, seen in others too",
7/14/23,CHP,amor,99,X,2.17,55.65,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,CHP,amor,100,X,1.03,47.21,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,CHP,amor,101,X,0.4,32.42,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,CHP,amor,102,X,1.28,49.7,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,CHP,amor,103,X,0.9,43.93,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,CHP,amor,104,X,1.39,49.16,Y,Y,0,M,3,Y,,0,0,4,,
7/14/23,CHP,amor,105,X,0.47,36.31,Y,Y,0,F,2,Y,,0,0,0,,
7/14/23,CHP,amor,106,X,0.81,40.09,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,GAC,amor,107,X,1.19,48.04,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,GAC,amor,108,X,0.9,46.72,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,GAC,amor,109,X,1.23,46.38,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,GAC,amor,110,X,0.75,42.61,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,GAC,amor,111,X,0.63,39.83,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,GAC,amor,112,X,0.56,39.99,Y,Y,0,M,2,Y,,0,0,0,,
7/14/23,GAC,amor,113,X,0.81,40.55,Y,Y,0,M,2,Y,,1,0,0,,
7/14/23,GAC,amor,114,X,0.54,37.86,Y,Y,0,M,3,Y,,0,0,0,,
7/14/23,GAC,amor,115,X,0.61,40.85,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,GAC,amor,116,X,0.45,36.01,Y,Y,0,F,3,Y,,0,0,0,Apatomon(orange),
7/14/23,GAC,amor,117,X,0.75,41.59,Y,Y,0,M,3,Y,,1,0,0,,
7/14/23,GAC,amor,118,X,0.82,42.83,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,GAC,amor,119,X,0.39,34.75,Y,Y,0,F,1,Y,,1,0,0,,
7/14/23,GAC,amor,120,X,0.49,38.02,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,GAC,amor,121,X,0.67,40.4,Y,Y,0,F,3,Y,,0,0,0,,
7/14/23,GAC,amor,122,X,0.56,37.34,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,123,X,0.68,40.57,Y,Y,0,M,3,Y,,0,0,0,apatemon (orange),
7/17/23,GAC,amor,124,X,0.79,41.26,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,125,X,0.56,37.8,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,GAC,amor,126,X,0.4,33.88,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,127,X,0.63,40.11,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,128,X,0.57,39.39,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,129,X,0.55,36.95,Y,Y,0,M,1,Y,,2,0,0,,
7/17/23,GAC,amor,130,X,0.57,37.49,Y,Y,0,M,3,Y,,1,0,0,,
7/17/23,GAC,amor,131,X,0.93,44.31,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,GAC,amor,132,X,0.72,38.87,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,GAC,amor,133,X,0.58,39.32,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,134,X,0.57,38.49,Y,Y,0,M,3,Y,,2,0,0,,
7/17/23,GAC,amor,135,X,0.64,39.78,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,136,X,0.64,38.6,Y,Y,0,M,2,Y,,1,0,0,,
7/17/23,GAC,amor,137,X,0.62,40.1,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,138,X,0.42,33.08,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,139,X,0.51,36.61,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,140,X,0.87,42.16,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,141,X,0.96,45.19,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,142,X,0.51,36.33,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,GAC,amor,143,X,0.85,42.63,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,144,X,0.47,36.5,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,145,X,0.63,37.94,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,GAC,amor,146,X,0.57,36.53,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,GAC,amor,147,X,0.58,39.56,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,GAC,amor,148,X,0.66,37.96,Y,Y,0,M,3,Y,,1,0,0,,
7/17/23,GAC,amor,149,X,0.49,47.91,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,150,X,0.49,36.14,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,GAC,amor,151,X,0.67,39.42,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,152,X,0.34,34.05,Y,Y,0,M,2,Y,,1,0,0,,
7/17/23,GAC,amor,153,X,0.47,43.9,Y,Y,0,M,1,Y,,3,0,0,,
7/17/23,GAC,amor,154,X,0.39,34.19,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,AEC,amor,155,X,0.52,35.74,Y,Y,0,M,2,Y,,1,0,0,,
7/17/23,AEC,amor,156,X,0.52,35.83,Y,Y,0,M,2,Y,,1,0,0,,
7/17/23,AEC,amor,157,X,0.41,34.25,Y,Y,0,M,1,Y,,1,0,0,,
7/17/23,AEC,amor,158,X,0.59,36.22,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,AEC,amor,159,X,0.57,37.87,Y,Y,0,M,2,Y,,2,0,0,,
7/17/23,AEC,amor,160,X,0.66,40.44,Y,Y,0,M,3,Y,,1,0,0,,
7/17/23,AEC,amor,161,X,0.47,36.14,Y,Y,0,M,3,Y,,0,0,0,,
7/17/23,AEC,amor,162,X,0.49,37.84,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,AEC,amor,163,X,0.48,37.87,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,164,X,0.51,36.07,Y,Y,0,F,3,Y,,0,0,0,,
7/17/23,GAC,amor,165,X,0.47,35.91,Y,Y,0,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,21,1,0.53,36.49,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,22,2,0.38,32.55,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,23,3,0.38,35.32,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,24,4,0.46,37.56,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,25,5,0.47,37.28,Y,Y,N,F,3,Y,,0,0,0,took right spine,
7/18/23,AEC,sug saw,26,6,0.62,39.26,Y,Y,N,F,3,Y,,0,0,0,Glochidia(orange),
7/18/23,AEC,sug saw,27,7,0.66,41.04,Y,Y,N,F,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,28,8,0.44,36.59,Y,Y,N,M,2,Y,,0,0,0,,
7/18/23,AEC,sug saw,29,9,0.6,41.59,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,30,10,0.49,37.21,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,31,11,0.64,41.64,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,32,12,0.49,38.6,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,33,13,0.67,40.51,Y,Y,N,F,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,34,14,0.39,34.65,Y,Y,Y,M,2,Y,,0,0,0,took right spine,
7/18/23,AEC,sug saw,35,15,0.29,31.67,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,36,16,0.33,33.06,Y,Y,N,F,2,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,37,17,0.37,34.71,Y,Y,N,M,3,Y,,0,0,0,Glochidia?,
7/18/23,GAC,sug saw,38,18,0.4,35.85,Y,Y,Y,F,3,Y,,0,0,0,"took right spine, apatomon(clear), glochidia",
7/18/23,GAC,sug saw,39,19,0.5,36.75,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,40,20,0.32,33.23,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,41,21,0.66,40.65,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,42,22,0.31,32.4,Y,Y,Y,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,43,23,0.34,33.61,Y,Y,Y,F,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,44,24,0.41,35.43,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,45,25,0.34,32.36,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,46,X,0.5,36.07,Y,Y,Y,F,3,Y,,0,0,0,air bloated belly,
7/18/23,GAC,sug saw,47,X,0.98,47.43,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,48,X,0.39,33.9,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,49,X,0.28,32.03,Y,Y,Y,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,50,X,0.31,32.03,Y,Y,N,M,1,Y,,4,0,0,,
7/18/23,GAC,sug saw,51,X,0.37,34.8,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,52,X,0.65,39.95,Y,Y,N,F,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,53,X,0.31,33.26,Y,Y,N,M,2,Y,,0,0,0,,
7/18/23,AEC,sug saw,54,X,0.6,41.18,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,55,X,0.85,40.74,Y,Y,Y,F,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,56,X,0.35,33.72,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,57,X,0.62,39.81,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,58,X,0.52,38.44,Y,Y,N,M,2,Y,,0,0,0,,
7/18/23,AEC,sug saw,59,X,0.55,36.9,Y,Y,N,F,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,60,X,0.41,36.71,Y,Y,Y,F,2,Y,,0,0,0,,
7/18/23,AEC,sug saw,61,X,0.41,35.21,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,62,X,0.38,35.26,Y,Y,N,F,3,Y,,0,0,0,took right spine,
7/18/23,AEC,sug saw,63,X,0.48,37.04,Y,Y,Y,F,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,64,X,0.26,31.06,Y,Y,Y,M,2,Y,,0,0,0,,
7/18/23,AEC,sug saw,65,X,0.37,32.35,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,66,X,0.34,32.18,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,67,X,0.44,36.08,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,68,X,0.56,37.72,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,69,X,0.58,38.51,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,70,X,0.43,35.98,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,71,X,0.78,42.28,Y,Y,N,F,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,72,X,0.34,33.52,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,73,X,0.76,41.78,Y,Y,N,F,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,74,X,0.54,39.79,Y,Y,N,M,3,Y,,0,0,0,"took right spine, Glochidia",
7/18/23,GAC,sug saw,75,X,0.48,37.76,Y,Y,Y,F,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,76,X,0.39,34.39,Y,Y,Y,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,77,X,0.63,40.96,Y,Y,Y,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,78,X,0.47,37.54,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,79,X,0.87,42.89,Y,Y,N,F,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,80,X,0.37,33.76,Y,Y,Y,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,81,X,0.4,35.65,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,82,X,0.34,33.78,Y,Y,Y,M,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,83,X,0.43,36.78,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,84,X,0.38,33.39,Y,Y,Y,M,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,85,X,0.33,31.46,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,86,X,0.37,35.62,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,87,X,0.33,32.53,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,88,X,0.29,32.18,Y,Y,Y,M,1,Y,,0,0,0,,
7/18/23,AEC,sug saw,89,X,0.45,36.65,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,90,X,0.41,34.9,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,91,X,0.38,34.97,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,92,X,0.31,31.39,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,AEC,sug saw,93,X,0.33,32.31,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,94,X,0.42,36.19,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,95,X,0.37,33.13,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,96,X,0.31,33.04,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,97,X,0.22,30.44,Y,Y,N,F,2,Y,,0,0,0,,
7/18/23,AEC,sug saw,98,X,0.45,36.85,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,AEC,sug saw,99,X,0.33,32.73,Y,Y,N,M,2,Y,,0,0,0,,
7/18/23,AEC,sug saw,100,X,0.42,35.31,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,101,X,0.38,33.87,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,102,X,0.37,32.71,Y,Y,Y,M,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,103,X,0.3,32.06,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,104,X,0.7,38.8,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,105,X,0.38,34.31,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,106,X,0.47,34.3,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,107,X,0.45,35.38,Y,Y,Y,M,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,108,X,0.35,31.33,Y,Y,Y,M,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,109,X,0.36,34.47,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/18/23,GAC,sug saw,110,X,0.4,36.22,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,111,X,0.3,33.94,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,112,X,0.25,31.3,Y,Y,N,M,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,113,X,0.27,32.21,Y,Y,N,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,114,X,0.37,33.7,Y,Y,Y,M,3,Y,,0,0,0,worms in gut,
7/18/23,GAC,sug saw,115,X,0.28,32.71,Y,Y,Y,F,3,Y,,0,0,0,,
7/18/23,GAC,sug saw,116,X,0.41,36.07,Y,Y,Y,F,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,117,X,0.3,32.29,Y,Y,N,M,2,Y,,0,0,0,,
7/19/23,AEC,sug saw,118,X,0.33,32.35,Y,Y,N,M,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,119,X,0.32,33.19,Y,Y,Y,F,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,120,X,0.44,36.1,Y,Y,Y,F,3,Y,,0,0,0,Glochidia,
7/19/23,AEC,sug saw,121,X,0.42,35.51,Y,Y,N,F,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,122,X,0.38,35.17,Y,Y,N,M,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,123,X,0.28,32.08,Y,Y,N,F,2,Y,,0,0,0,,
7/19/23,AEC,sug saw,124,X,0.3,31.96,Y,Y,N,M,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,125,X,0.29,32.09,N,F,3,,,Y,,0,0,0,Glochidia,
7/19/23,AEC,sug saw,126,X,0.31,33.22,Y,Y,N,F,3,Y,,0,0,0,Glochidia,
7/19/23,AEC,sug saw,127,X,0.31,32.12,Y,Y,Y,M,2,Y,,0,0,0,Glochidia,
7/19/23,AEC,sug saw,128,X,0.3,33.94,Y,Y,Y,F,3,Y,,0,0,0,took right spine,
7/19/23,AEC,sug saw,129,X,0.29,32.85,Y,Y,N,F,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,130,X,0.32,33.34,Y,Y,N,M,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,131,X,0.25,29.2,Y,Y,Y,F,3,Y,,0,0,0,,
7/19/23,AEC,sug saw,132,X,0.23,29.61,Y,Y,Y,F,2,Y,,0,0,0,,
7/19/23,GAC,sug saw,133,X,0.44,33.69,Y,Y,Y,F,3,Y,,0,0,0,,
7/19/23,GAC,sug saw,134,X,0.41,35.04,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
7/19/23,GAC,sug saw,135,X,0.36,34.39,Y,Y,Y,F,3,Y,,0,0,0,,
7/19/23,GAC,sug saw,136,X,0.27,32.43,Y,Y,Y,F,3,Y,,0,0,0,,
7/19/23,GAC,sug saw,137,X,0.43,34.38,Y,Y,Y,M,3,Y,,3,0,0,"mild firbrosis, Glochidia",
7/19/23,GAC,sug saw,138,X,0.34,33.39,Y,Y,Y,F,3,Y,,0,0,0,Glochidia,
7/19/23,GAC,sug saw,139,X,0.3,32.4,Y,Y,Y,F,2,Y,,0,0,0,,
7/19/23,GAC,sug saw,140,X,0.3,32.26,Y,Y,Y,M,3,Y,,0,0,0,,
7/19/23,GAC,sug saw,141,X,0.39,33.04,Y,Y,Y,F,3,Y,,0,0,0,,
