 ,Initials,Lake,Fish_ID,Voucher,Mass,Length,Spines,Fin,Fibrosis,Sex,Repro_State,Gut,Liver,Schisto_Free,Schisto_cyst,Eust,Notes,Page number 
8/4/23,AEC,brownbay,108,X,0.87,41.97,Y,Y,N,M,3,Y,,0,0,0,,
8/4/23,AEC,brownbay,109,X,0.92,43.4,Y,Y,N,M,3,Y,,0,0,0,,
8/4/23,AEC,brownbay,110,X,0.63,40.64,Y,Y,N,F,3,Y,,0,0,0,,
8/4/23,AEC,brownbay,111,X,0.49,37.44,Y,Y,N,M,1,Y,,0,0,0,,
8/4/23,AEC,brownbay,112,X,0.73,41.58,Y,Y,N,F,3,Y,,0,0,0,,
8/4/23,AEC,brownbay,113,X,0.69,39.22,Y,Y,Y,M,2,Y,,0,0,0,,
8/4/23,AEC,brownbay,114,X,0.52,36.57,Y,Y,N,F,3,Y,,0,0,0,,
8/4/23,AEC,brownbay,115,X,0.58,36.15,Y,Y,N,F,3,Y,,0,0,0,,
8/4/23,AEC,brownbay,116,X,0.52,37.78,Y,Y,N,M,3,Y,,0,0,0,,
8/4/23,AEC,brownbay,117,X,0.56,38.21,Y,Y,N,F,3,Y,,0,0,0,,
8/4/23,AEC,brownbay,118,X,0.61,39.06,Y,Y,N,F,3,Y,,0,0,0,,
8/7/23,CHP,brewster,13,1,2.5,57.91,Y,Y,N,M,3,Y,,0,0,0,"glugea, glochidia, apatemon",
8/7/23,CHP,brewster,14,2,1.18,49.64,Y,Y,N,M,3,Y,,0,0,0,,
8/7/23,CHP,brewster,15,3,1.44,49.75,Y,Y,Y,F,2,Y,,0,0,0,"mild fibrosis, apatemon, glochidia",
8/7/23,CHP,brewster,16,4,1.6,53.42,Y,Y,N,M,3,Y,,0,0,1,,
8/7/23,CHP,brewster,17,5,1.83,54.53,Y,Y,N,M,3,Y,,0,0,0,,
8/7/23,CHP,brewster,18,6,1.46,49.26,Y,Y,Y,M,3,Y,,0,0,0,"orange goop, glochidia",
8/7/23,CHP,brewster,19,7,1.69,53.15,Y,Y,N,F,2,Y,,0,0,1,glochidia,
8/7/23,CHP,brewster,20,8,2.58,61.49,Y,Y,N,F,3,Y,,0,0,1,GCP,
8/7/23,CHP,brewster,21,9,1.51,50.76,Y,Y,N,F,3,Y,,0,0,0,glochidia,
8/7/23,CHP,brewster,22,10,1.63,47.91,Y,Y,N,F,2,Y,,0,0,0,apatemon,
8/7/23,CHP,brewster,23,11,1.52,50.6,Y,Y,Y,F,3,Y,,0,0,0,"GCP, glochidia",
8/7/23,CHP,brewster,24,12,1.42,48.48,Y,Y,Y,F,3,Y,,0,0,0,apatemon,
8/7/23,CHP,brewster,25,13,0.97,44.56,Y,Y,N,M,2,Y,,0,0,0,apatemon,
8/7/23,CHP,brewster,26,14,1.65,52.93,Y,Y,N,F,3,Y,,0,0,1,,
8/7/23,CHP,brewster,27,15,1.93,53.31,Y,Y,N,M,3,Y,,0,0,0,,
8/7/23,CHP,brewster,28,16,1.37,48.6,Y,Y,,M,3,Y,,0,0,4,,
8/7/23,SHD,brewster,29,17,2.04,55.8,Y,Y,N,F,3,Y,,0,0,0,,
8/7/23,SHD,brewster,30,18,1.05,46.18,Y,Y,N,M,3,Y,,0,0,1,GCP,
8/7/23,SHD,brewster,31,19,1.63,49.51,Y,Y,Y,F,2,Y,,0,0,1,"eust cut into many pieces, GCP",
8/7/23,SHD,brewster,32,20,1.59,51.65,Y,Y,Y,M,3,Y,,0,0,0,GCP,
8/7/23,SHD,brewster,33,21,1.12,46.35,Y,Y,Y,M,3,Y,,0,0,1,,
8/7/23,SHD,brewster,34,22,1.66,54.45,Y,Y,N,F,3,Y,,0,0,0,,
8/7/23,SHD,brewster,35,23,1.34,50.94,Y,Y,N,M,2,Y,,0,0,0,,
8/7/23,SHD,brewster,36,24,1.25,49.82,Y,Y,N,M,2,Y,,0,0,0,,
8/7/23,SHD,brewster,37,25,1.46,51.08,Y,Y,N,F,2,Y,,0,0,0,,
8/7/23,SHD,brewster,38,26,1.83,51.88,Y,Y,N,M,3,Y,,0,0,0,orange goop,
8/7/23,SHD,brewster,39,27,2.14,54.82,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/7/23,SHD,brewster,40,28,2.21,58.72,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/7/23,SHD,brewster,41,29,1.65,51.2,Y,Y,Y,M,3,Y,,0,0,0,,
8/7/23,SHD,brewster,42,30,0.71,40.61,Y,Y,Y,M,2,Y,,0,0,0,,
8/7/23,SHD,brewster,43,X,1.79,53.9,Y,Y,N,F,2,Y,,0,0,0,,
8/7/23,SHD,brewster,44,X,1.8,52.53,Y,Y,Y,M,3,Y,,0,0,0,,
8/7/23,GAC,brewster,45,X,1.78,54.27,Y,Y,Y,M,3,Y,,0,0,0,"apatemon, GCP",
8/7/23,GAC,brewster,46,X,1.83,52.23,Y,Y,Y,F,3,Y,,0,0,0,"apatemon, GCP",
8/7/23,GAC,brewster,47,X,2.14,53.61,Y,Y,N,F,3,Y,,0,0,0,glochidia,
8/7/23,GAC,brewster,48,X,1,45.85,Y,Y,N,F,2,Y,,0,0,0,,
8/7/23,GAC,brewster,49,X,1.73,52.33,Y,Y,N,F,3,Y,,0,0,0,"apatemon, GCP",
8/7/23,GAC,brewster,50,X,1.61,51.32,Y,Y,N,F,3,Y,,0,0,0,"apatemon, GCP, glochidia",
8/7/23,GAC,brewster,51,X,4.44,69.9,Y,Y,N,F,3,Y,,0,0,0,"GCP, glochidia",
8/7/23,GAC,brewster,52,X,1.67,52.74,Y,Y,N,F,3,Y,,0,0,0,,
8/7/23,GAC,brewster,53,X,0.97,46.05,Y,Y,N,M,3,Y,,0,0,0,orange goop,
8/7/23,GAC,brewster,54,X,1.45,50.25,Y,Y,N,M,3,Y,,0,0,1,,
8/7/23,GAC,brewster,55,X,0.91,44.29,Y,Y,Y,M,3,Y,,0,0,0,"apatemon, GCP",
8/7/23,GAC,brewster,56,X,2,55.72,Y,Y,N,F,3,Y,,0,0,0,,
8/7/23,GAC,brewster,57,X,1.15,48.58,Y,Y,N,M,3,Y,,0,0,0,,
8/7/23,GAC,brewster,58,X,1.24,49.84,Y,Y,Y,F,2,Y,,0,0,0,glochidia,
8/7/23,GAC,brewster,59,X,0.61,38.44,Y,Y,N,M,2,Y,,0,0,0,"GCP, orange goo",
8/7/23,GAC,brewster,60,X,2.06,55.29,Y,Y,N,F,3,Y,,0,0,0,,
8/7/23,CHP,brewster,61,X,0.88,41.25,Y,Y,Y,M,3,Y,,0,0,0,GCP,
8/7/23,CHP,brewster,62,X,1.25,49.05,Y,Y,N,F,3,Y,,0,0,0,,
8/7/23,CHP,brewster,63,X,0.98,46.21,Y,Y,N,M,3,Y,,0,0,0,apatemon,
8/7/23,CHP,brewster,64,X,0.8,41.98,Y,Y,N,M,3,Y,,0,0,0,,
8/7/23,CHP,brewster,65,X,1.09,49.6,Y,Y,N,F,2,Y,,0,0,0,took right spine,
8/7/23,CHP,brewster,66,X,1.65,54.59,Y,Y,N,F,3,Y,,0,0,0,glochidia,
8/7/23,CHP,brewster,67,X,1.05,45.28,Y,Y,N,M,3,Y,,0,0,0,,
8/7/23,CHP,brewster,68,X,1.49,50.55,Y,Y,N,F,3,Y,,0,0,0,,
8/7/23,CHP,brewster,69,X,1.08,48.6,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/7/23,CHP,brewster,70,X,0.99,45.34,Y,Y,N,M,3,Y,,0,0,0,,
8/7/23,CHP,brewster,71,X,1.09,45.24,Y,Y,N,M,3,Y,,0,0,0,,
8/7/23,CHP,brewster,72,X,1.65,50.23,Y,Y,N,F,3,Y,,0,0,0,glochidia,
8/7/23,CHP,brewster,73,X,1.23,47.84,Y,Y,N,F,3,Y,,0,0,0,glochidia,
8/7/23,CHP,brewster,74,X,1.36,52.53,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/7/23,CHP,brewster,75,X,0.95,45.51,Y,Y,N,M,3,Y,,0,0,1,,
8/7/23,CHP,brewster,76,X,1.39,48.58,Y,Y,N,F,2,Y,,0,0,1,,
8/8/23,AEC,brewster,77,X,1.11,45.74,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/8/23,AEC,brewster,78,X,1.67,52.67,Y,Y,Y,F,3,Y,,0,0,1,"glochidia, GCP",
8/8/23,AEC,brewster,79,X,0.98,47.19,Y,Y,N,F,3,Y,,0,0,0,glochidia,
8/8/23,AEC,brewster,80,X,0.73,41.33,Y,Y,N,M,1,Y,,0,0,0,apatemon,
8/8/23,AEC,brewster,81,X,0.93,43.5,Y,Y,N,F,3,Y,,0,0,0,apatemon,
8/8/23,AEC,brewster,82,X,1.15,50.13,Y,Y,N,F,3,Y,,0,0,2,1 eust cut in half,
8/8/23,AEC,brewster,83,X,1.14,48.53,Y,Y,N,M,3,Y,,0,0,0,glochidia,
8/8/23,AEC,brewster,84,X,1.11,47.74,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/8/23,AEC,brewster,85,X,1.26,48.11,Y,Y,N,F,3,Y,,0,0,0,,
8/8/23,AEC,brewster,86,X,1.37,47.56,Y,Y,N,F,3,Y,,0,0,2,GCP,
8/8/23,AEC,brewster,87,X,0.66,38.51,Y,Y,N,M,3,Y,,0,0,0,,
8/8/23,AEC,brewster,88,X,3.74,62.5,Y,Y,N,F,3,Y,,0,0,0,glochidia,
8/8/23,AEC,brewster,89,X,1.51,51.11,Y,Y,N,F,3,Y,,0,0,1,,
8/8/23,AEC,brewster,90,X,1.44,50.59,Y,Y,Y,F,3,Y,,0,0,0,GCP,
8/8/23,AEC,brewster,91,X,0.81,42.78,Y,Y,N,F,3,Y,,0,0,0,,
8/8/23,AEC,brewster,92,X,1.1,46.07,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/8/23,GAC,brewster,93,X,1.37,48.86,Y,Y,Y,F,3,Y,,0,0,0,GCP,
8/8/23,GAC,brewster,94,X,1.06,44.92,Y,Y,Y,F,3,Y,,0,0,0,GCP,
8/8/23,GAC,brewster,95,X,1.79,54.48,Y,Y,N,M,3,Y,,0,0,0,,
8/8/23,SHD,brewster,96,X,1.31,50.52,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/8/23,SHD,brewster,97,X,1.49,51.11,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/8/23,SHD,brewster,98,X,1.09,44.75,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/8/23,SHD,brewster,99,X,1,45.35,Y,Y,Y,F,3,Y,,0,0,0,,
8/8/23,SHD,brewster,100,X,2.51,60.34,Y,Y,N,F,2,Y,,0,0,0,"apatemon, GCP",
8/8/23,SHD,brewster,101,X,0.69,39.84,Y,Y,N,F,2,Y,,0,0,0,"apatemon, orange goo ",
8/8/23,SHD,brewster,102,X,1.54,50.81,Y,Y,Y,F,2,Y,,0,0,0,"apatemon, GCP",
8/8/23,SHD,brewster,103,X,1.16,46,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/8/23,SHD,brewster,104,X,1.45,48.51,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/8/23,SHD,brewster,105,X,0.73,41.63,Y,Y,Y,F,3,Y,,0,0,0,GCP,
8/8/23,SHD,brewster,106,X,0.7,41.04,Y,Y,N,M,1,Y,,0,0,0,,
8/8/23,SHD,brewster,107,X,1.42,50.86,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/8/23,SHD,brewster,108,X,0.68,38.49,Y,Y,N,M,1,Y,,0,0,0,,
8/8/23,AEC,brewster,109,X,0.78,40.06,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,SHD,cedar,12,X,1,43.16,Y,Y,N,M,3,Y,,0,0,0,GCP ***CEDAR VOUCHER FISH MIX UP(30/69 disssected fish randomly selelcted),
8/9/23,SHD,cedar,13,X,0.88,42.91,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,14,X,0.8,44.59,Y,Y,N,M,3,Y,,0,0,1,"GCP, glochidia",
8/9/23,GAC,cedar,15,X,0.6,38.86,Y,Y,N,F,3,Y,,0,0,0,"GCP, glochidia",
8/9/23,GAC,cedar,16,X,0.39,34.08,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,17,X,1.33,49.92,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,18,X,0.69,41.53,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,19,X,0.4,35.45,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,20,X,0.48,36.6,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,21,X,0.82,43.03,Y,Y,N,M,1,Y,,2,0,0,"GCP, glochidia",
8/9/23,GAC,cedar,22,X,0.48,37.27,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,23,X,0.79,44.49,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,24,X,0.53,38.76,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,25,X,0.81,42.37,Y,Y,N,M,2,Y,,0,0,0,,
8/9/23,GAC,cedar,26,X,0.45,37.06,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,27,X,0.77,42.66,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,28,X,1.14,44.34,Y,Y,N,F,3,Y,,0,0,0,"GCP, glochidia",
8/9/23,GAC,cedar,29,X,0.63,40.54,Y,Y,N,F,2,Y,,0,0,0,"GCP, glochidia",
8/9/23,GAC,cedar,30,X,0.78,43.71,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,31,X,1,45.46,Y,Y,N,F,3,Y,,0,0,0,"GCP, glochidia",
8/9/23,GAC,cedar,32,X,0.81,43.85,Y,Y,N,F,3,Y,,0,0,0,"GCP, glochidia",
8/9/23,GAC,cedar,33,X,0.58,39.22,Y,Y,N,M,2,Y,,0,0,0,glochidia,
8/9/23,GAC,cedar,34,X,0.72,42.89,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,35,X,0.82,42.35,Y,Y,N,F,3,Y,,0,0,0,"GCP, glochidia",
8/9/23,GAC,cedar,36,X,0.75,41.46,Y,Y,N,F,3,Y,,0,0,0,"GCP, glochidia",
8/9/23,GAC,cedar,37,X,0.74,40.7,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,38,X,0.52,36.71,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,39,X,0.42,35.2,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,40,X,0.94,43.84,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,41,X,0.54,39.26,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,42,X,0.93,45.1,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/9/23,GAC,cedar,43,X,0.83,NA,Y,Y,N,M,3,Y,,0,0,0,,
8/9/23,AEC,cedar,44,X,0.48,36.38,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,45,X,0.91,44.02,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,46,X,0.69,41.42,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,47,X,0.66,41.35,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,48,X,1,47.54,Y,Y,N,F,2,Y,,0,0,0,"GCP, Glochidia",
8/9/23,AEC,cedar,49,X,0.63,40.77,Y,Y,N,F,3,Y,,0,0,0,,
8/9/23,AEC,cedar,50,X,0.79,42.36,Y,Y,N,F,2,Y,,0,0,0,,
8/9/23,AEC,cedar,51,X,0.8,42.23,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,52,X,1,46.48,Y,Y,N,M,2,Y,,0,0,0,"GCP, Apatemon",
8/9/23,AEC,cedar,53,X,1.27,46.29,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/9/23,AEC,cedar,54,X,0.76,42.34,Y,Y,N,M,1,Y,,0,0,0,,
8/9/23,AEC,cedar,55,X,0.66,41.04,Y,Y,N,F,1,Y,,0,0,0,"Glochidia, GCP",
8/9/23,AEC,cedar,56,X,0.8,42.99,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,57,X,1.41,50.83,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/9/23,AEC,cedar,58,X,0.71,39.89,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/9/23,AEC,cedar,59,X,1.21,49.2,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,60,X,0.76,41.35,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,61,X,1.12,45.87,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,62,X,0.65,39.5,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,63,X,1.07,46.92,Y,Y,N,M,1,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,64,X,0.65,38.97,Y,Y,?,?,?,Y,,0,0,0,,
8/9/23,AEC,cedar,65,X,0.87,43.47,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/9/23,AEC,cedar,66,X,0.83,42.64,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/9/23,AEC,cedar,67,X,1.06,45.84,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/9/23,AEC,cedar,68,X,0.86,43.58,Y,Y,N,M,2,Y,,0,0,0,,
8/9/23,AEC,cedar,69,X,1,43.42,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/11/23,GAC,comida,12,1,1.53,50.57,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,GAC,comida,13,2,1.5,50.63,Y,Y,N,M,3,Y,,1,0,0,"Glochidia, GCP",
8/11/23,GAC,comida,14,3,1.49,51.04,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,GAC,comida,15,4,1.08,47.17,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,GAC,comida,16,5,1.51,50.34,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,GAC,comida,17,6,2.73,64.35,Y,Y,N,F,2,Y,,0,0,0,"Glochidia, GCP",
8/11/23,GAC,comida,18,7,1.33,49.03,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,AEC,comida,19,8,1.53,50.89,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,20,9,1.39,49.83,Y,Y,N,M,3,Y,,0,0,0,Glochidia,
8/11/23,AEC,comida,21,10,1.13,48.05,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,22,11,0.88,43.79,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/11/23,AEC,comida,23,12,1.43,49.78,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,24,13,1.42,52.41,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,25,14,1.31,50.01,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/11/23,AEC,comida,26,15,1.49,48.25,Y,Y,N,M,3,Y,,5,0,0,GCP,
8/11/23,AEC,comida,27,16,0.77,41.58,Y,Y,N,F,1,Y,,2,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,28,17,0.8,41.4,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/11/23,CHP,comida,29,18,1.77,52.53,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,30,19,0.98,45.26,Y,Y,N,M,3,Y,,1,0,0,"1 worm cut in half, GCP",
8/11/23,CHP,comida,31,20,1.8,52.56,Y,Y,N,M,3,Y,,2,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,32,21,1.65,53.04,Y,Y,N,M,3,Y,,0,0,0,Glcohidia,
8/11/23,CHP,comida,33,22,1.39,50.52,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,34,23,1.4,51.48,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,35,24,0.93,47.13,Y,Y,N,?,1,Y,,0,0,0,"Glugea, GCP",
8/11/23,CHP,comida,36,25,1.17,46.62,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,37,26,1.53,50.33,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,38,27,1.42,54.37,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,39,28,0.99,45.84,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/11/23,CHP,comida,40,29,2.21,53.68,Y,Y,N,M,2,Y,,5,0,0,GCP,
8/11/23,CHP,comida,41,30,0.59,39.29,Y,Y,N,M,2,Y,,0,0,0,,
8/11/23,CHP,comida,42,X,1.52,49.24,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,43,X,1.32,48.18,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/11/23,AEC,comida,44,X,1.44,52.46,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/11/23,AEC,comida,45,X,1.94,52.27,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,46,X,0.79,43.11,Y,Y,N,M,1,Y,,0,0,0,,
8/11/23,AEC,comida,47,X,1.14,49.38,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/11/23,AEC,comida,48,X,1.9,53.19,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,49,X,1.34,51.45,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,AEC,comida,50,X,1.37,49.23,Y,Y,N,M,1,Y,,5,0,0,GCP,
8/11/23,GAC,comida,51,X,1.28,50.58,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/11/23,GAC,comida,52,X,1.82,53.29,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,GAC,comida,53,X,0.63,37.97,Y,Y,N,M,2,Y,,0,0,0,,
8/11/23,GAC,comida,54,X,2,52.29,Y,Y,N,M,3,Y,,1,0,0,GCP,
8/11/23,AEC,comida,55,X,1.85,53.26,Y,Y,N,M,2,Y,,1,0,0,"Glochidia, GCP, Apatemon",
8/11/23,AEC,comida,56,X,0.89,43.35,Y,Y,N,M,3,Y,,0,0,1,"Glochidia, GCP",
8/11/23,AEC,comida,57,X,1.44,49.7,Y,Y,N,M,2,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,58,X,0.95,44.33,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/11/23,AEC,comida,59,X,1.16,47.52,Y,Y,N,M,3,Y,,0,0,0,"Apatemon, Glochidia",
8/11/23,CHP,comida,60,X,1.29,49.59,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,61,X,0.92,45.26,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/11/23,CHP,comida,62,X,1.46,48.33,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,63,X,0.86,44.91,Y,Y,N,F,1,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,64,X,1.42,49.66,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,65,X,0.82,44.37,Y,Y,N,F,1,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,66,X,1.41,49.43,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP, Apatemon",
8/11/23,CHP,comida,67,X,1,47.78,Y,Y,N,F,1,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,68,X,1.74,52.04,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,69,X,1.38,48.16,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/11/23,CHP,comida,70,X,1.41,50.68,Y,Y,N,M,3,Y,,0,0,0,,
8/11/23,CHP,comida,71,X,1.59,50.56,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,72,X,1.88,53.96,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,73,X,0.79,42,Y,Y,N,F,1,Y,,1,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,74,X,0.97,45.31,Y,Y,N,F,2,Y,,0,0,0,GCP,
8/11/23,CHP,comida,75,X,1.21,47.51,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,76,X,1.45,50.45,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/11/23,AEC,comida,77,X,1.62,52.8,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,AEC,comida,78,X,0.91,42.87,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/11/23,AEC,comida,79,X,1.43,50.31,Y,Y,N,M,2,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,80,X,1.21,47.72,Y,Y,N,F,2,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,81,X,0.73,42.25,Y,Y,N,F,1,Y,,0,0,0,,
8/11/23,AEC,comida,82,X,1.13,45.7,Y,Y,N,F,2,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,83,X,1.57,50.91,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/11/23,AEC,comida,84,X,1.46,50.49,Y,Y,N,M,3,Y,,0,0,0,GCP,
8/11/23,AEC,comida,85,X,1.13,48.19,Y,Y,N,M,2,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,86,X,0.77,42.66,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/11/23,AEC,comida,87,X,1.55,49.62,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,88,X,1.39,51.38,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/11/23,AEC,comida,89,X,0.9,44.8,Y,Y,N,F,1,Y,,0,0,0,GCP,
8/11/23,AEC,comida,90,X,1.52,49.21,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,AEC,comida,91,X,1.55,49.34,Y,Y,N,M,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,92,X,0.51,46.88,Y,Y,N,M,2,Y,,1,0,0,GCP,
8/11/23,CHP,comida,93,X,1.43,48.61,Y,Y,Y,M,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,94,X,1.08,46.32,Y,Y,N,F,1,Y,,1,0,0,GCP,
8/11/23,CHP,comida,95,X,1.09,47.18,Y,Y,N,F,3,Y,,0,0,0,"Glochidia, GCP",
8/11/23,CHP,comida,96,X,1,43.59,Y,Y,Y,M,1,Y,,2,0,0,GCP,
8/11/23,CHP,comida,97,X,1.41,49.21,Y,Y,N,M,1,Y,,0,0,0,GCP,
8/11/23,CHP,comida,98,X,2.06,52.64,Y,Y,N,F,2,Y,,2,0,0,GCP,
8/11/23,CHP,comida,99,X,1.21,46.55,Y,Y,N,M,2,Y,,0,0,0,GCP,
8/11/23,CHP,comida,100,X,1.22,47.03,Y,Y,N,F,3,Y,,0,0,0,GCP,
8/11/23,CHP,comida,101,X,1.3,48.79,Y,Y,N,M,2,Y,,0,0,0,GCP,
