Date,Lake,FishID,Initials,Mass,Length,Fibrosis,Sex,Repro_State,Schisto_Free,Schisto_Cyst,Eust,Notes,
6/26/23,woss,15,GAC,2.42,58.93,0,M,3,0,0,0,Glochidia,
6/26/23,woss,16,GAC,2.37,53.7,0.5,F,2,3,0,0,"Glochidia, Head kidneys are greenish",
6/26/23,woss,17,GAC,2.34,52.85,0.5,F,2,3,0,0,"Worms out the butthole, Glochidia",
6/26/23,woss,18,GAC,2.54,56.5,1,F,3,2,0,1,Glochidia,
6/26/23,woss,19,GAC,2.53,55.6,0,F,3,0,0,0,,
6/26/23,woss,20,GAC,2.11,55.65,0,M,3,0,0,0,Glochidia,
6/27/23,TSI,1,GAC,1.45,47.17,0,F,1,2,0,0,,
6/27/23,TSI,2,GAC,3.07,62,0,M,3,0,0,0,Glochidia,
6/27/23,TSI,3,GAC,5.93,78.7,0,M,3,0,0,0,Glochidia,
6/27/23,TSI,4,GAC,3.46,66.36,0,M,1,1,0,0,Glochidia,
6/27/23,TSI,5,GAC,2.45,55.89,0,F,1,3,1,0,,
6/27/23,TSI,6,GAC,2.89,60.83,0,M,3,0,0,0,Glochidia,
6/27/23,TSI,7,GAC,3.17,62.84,0,M,1,3,0,0,Cloudy gull bladder,
6/27/23,TSI,8,GAC,2.89,62.76,0,M,3,0,0,0,Glochidia,
6/27/23,TSI,9,GAC,2.56,59.7,0,M,3,0,0,0,Glochidia,
6/27/23,TSI,10,GAC,2.58,62.5,0,M,3,0,0,0,,
6/27/23,TSI,11,GAC,3.35,64.06,0,M,3,0,0,0,,
6/27/23,TSI,12,GAC,4.82,72.48,0,M,3,0,0,0,Glochidia,
6/27/23,TSI,13,GAC,3.15,61.85,0,M,3,0,0,0,Dark gull bladder,
6/27/23,TSI,14,GAC,5.32,75.98,0,M,3,0,0,0,Apatemon and glochidia,
6/27/23,anutz,1,GAC,2.47,62.57,0,F,3,0,0,1,Apatemon and glochidia,"Anutz fish stressed before dissection, collection buckets were anoxic, lots of fish died, only live fish used for dissections"
6/27/23,anutz,2,GAC,2.43,57.43,0,M,3,0,0,0,Glochidia,
6/27/23,anutz,3,GAC,2.72,68.77,0,F,3,0,0,0,Glochidia,
6/27/23,anutz,4,GAC,2.4,60.69,0.5,M,1,2,8,0,"Glochidia, small worms were all incysted and dead",
6/27/23,anutz,5,GAC,3.94,72.06,0,F,3,0,0,0,"Glochidia, liver in 80% ETOH",
6/27/23,anutz,6,GAC,2.8,67.32,0,F,2,0,0,0,Glochidia,
6/27/23,anutz,7,GAC,2.17,62.32,0,F,3,0,0,0,Glochidia,
6/27/23,anutz,8,GAC,3.63,65.79,0,M,3,1,0,1,Mystery Potato ball (future knowledge glugia?),
6/27/23,anutz,9,GAC,1.24,48.3,0,F,1,0,0,0,Apatemon ,
6/27/23,anutz,10,GAC,3.02,62.37,0,M,3,0,0,1,Glochidia,
6/27/23,anutz,11,GAC,3.08,67.48,0,M,3,0,0,0,Glochidia,
6/27/23,anutz,12,GAC,2.7,61.12,0,M,3,0,0,0,Glochidia and worm on swim bladder,
6/27/23,anutz,13,GAC,3.48,64.42,0,M,3,1,1,0,Glochidia,
6/27/23,anutz,14,GAC,2.7,68.33,0,F,3,0,0,0,"Glochidia, cloudy gull bladder, gull bladder worm?",
6/27/23,anutz,15,GAC,2.44,65.25,0,M,3,0,0,0,Glochidia,
6/29/23,vernon,1,GAC,0.83,38.43,0,M,3,1,0,0,Glochidia and HK relatively large,
6/29/23,vernon,2,GAC,0.39,31.82,0.5,M,3,1,0,0,Big HK,
6/29/23,vernon,3,GAC,0.86,41.27,0.5,M,3,2,0,0,1 schisto super tiny,
6/29/23,vernon,4,GAC,0.95,40.89,0,M,3,1,4,0,Glochidia,
6/29/23,vernon,5,GAC,1.22,44.69,1,M,3,1,3,0,Glochidia and glugea,
6/29/23,vernon,6,GAC,1.36,47.55,1,M,3,1,10,1,"Worms in gut, apatemon",
6/29/23,vernon,7,GAC,0.66,38.51,1,M,3,2,3,0,Worms in gut,
6/29/23,vernon,8,GAC,0.53,33.81,1,M,1,1,1,0,,
6/29/23,vernon,9,GAC,0.57,36.67,1,M,3,1,2,0,"Glochidia, worms in gut",
6/29/23,vernon,10,GAC,1.12,42.89,1,M,3,1,8,0,Glochidia,
6/29/23,vernon,11,GAC,0.67,37.18,1,M,3,1,2,0,,
6/29/23,vernon,12,GAC,1.18,45.47,1,F,3,2,0,0,Apatemon,
6/29/23,vernon,13,GAC,1.69,50.88,0,F,2,2,0,0,Glugea,
6/29/23,vernon,14,GAC,1.1,44.81,0,M,3,2,0,0,,
6/29/23,vernon,15,GAC,1.26,45.28,0,M,3,3,5,0,,
6/29/23,vernon,16,GAC,0.65,43.49,0,F,2,0,0,0,Glochidia,
6/29/23,vernon,17,GAC,0.83,38.45,1,M,3,6,7,0,Glochidia,
6/29/23,vernon,18,GAC,1.08,47.16,0,M,3,4,4,0,Worms in gut,
6/29/23,vernon,19,GAC,1,44.36,0,F,3,0,0,0,Glochidia,
6/29/23,vernon,20,GAC,1,42.79,1,M,3,1,9,0,,
6/29/23,muchalata,1,GAC,2.15,56.83,0,F,3,0,0,1,Glochidia,
6/29/23,muchalata,2,GAC,1.81,51.82,0,M,3,0,3,0,,
6/29/23,muchalata,3,GAC,0.98,43.49,0,F,3,0,0,0,,
6/29/23,muchalata,4,GAC,2.84,62.29,0,F,3,0,0,3,Glochidia and glugea,
6/29/23,muchalata,5,GAC,1.51,49.39,0,M,3,3,1,1,Glochidia,
6/29/23,muchalata,6,GAC,2.18,56.71,0,F,3,0,0,4,Glochidia,
6/29/23,muchalata,7,GAC,1.54,50.32,0,F,3,0,0,0,Glochidia,
6/29/23,muchalata,8,GAC,1.4,50.48,0,M,3,0,1,0,Glochidia,
6/29/23,muchalata,9,GAC,1.27,48.71,0,M,3,0,0,0,Glochidia,
6/29/23,muchalata,10,GAC,1.36,49.67,0,M,3,2,2,1,Glochidia,
6/29/23,muchalata,11,GAC,1.07,47.61,0,M,3,0,0,0,Glochidia,
6/29/23,muchalata,12,GAC,1.55,50.18,0,F,3,0,0,2,Glochidia,
6/29/23,muchalata,13,GAC,1.66,54.94,0,F,2,0,0,0,,
6/29/23,muchalata,14,GAC,1.67,53.6,0,F,3,0,0,0,Glochidia,
6/29/23,muchalata,15,GAC,0.98,45.64,0,F,2,0,0,0,Glochidia,
6/29/23,muchalata,16,GAC,2.71,58.88,0,F,3,0,1,2,Glochidia,
6/29/23,muchalata,17,GAC,0.98,42.01,0,M,1,1,0,1,,
6/29/23,muchalata,18,GAC,2.11,54.7,0,F,3,0,0,1,Glochidia,
6/29/23,muchalata,19,GAC,1.13,46.61,0,F,3,0,0,0,Glochidia,
6/29/23,muchalata,20,GAC,1.77,51.88,0,F,3,0,0,1,"Worms in gull bladder, glochidia",
6/30/23,kidney,1,GAC,1.21,46.55,0,M,3,0,0,0,"Unknown incysted mass near testes, not schisto",
6/30/23,kidney,2,GAC,1.29,48.02,1,M,3,1,2,0,,
6/30/23,kidney,3,GAC,1.12,48.3,1,M,3,0,3,0,,
6/30/23,kidney,4,GAC,0.98,44.74,1,M,3,0,1,1,,
6/30/23,kidney,5,GAC,0.99,43.16,0,M,3,0,0,0,,
6/30/23,kidney,6,GAC,1.1,45.72,1,M,3,0,2,0,,
6/30/23,kidney,7,GAC,1.09,46.18,1,M,3,0,3,0,Worms in gut,
6/30/23,kidney,8,GAC,1.16,45.86,1,M,3,0,0,0,,
6/30/23,kidney,9,GAC,1.25,47.73,0.5,M,3,0,1,0,Incysted worm too small to keep,
6/30/23,kidney,10,GAC,0.55,36.47,2,F,1,0,1,0,"Pus filled ball, worm inside",
6/30/23,kidney,11,GAC,1.75,52.25,1,M,3,0,2,0,,
6/30/23,kidney,12,GAC,0.98,45.56,0.5,M,3,0,4,0,,
6/30/23,kidney,13,GAC,0.89,42.7,1,M,3,0,6,0,Incysted worms not kept,
6/30/23,kidney,14,GAC,1.28,47.61,0.5,M,3,0,3,0,Worm filled pus ball,
6/30/23,kidney,15,GAC,0.75,39.62,0,F,3,0,1,0,Incysted too small too keep,
6/30/23,kidney,16,GAC,2.08,55.68,0,M,3,0,0,1,,
6/30/23,kidney,17,GAC,0.94,43.43,1,F,3,0,1,0,incysted too small to keep,
6/30/23,kidney,18,GAC,1.18,47.84,0.5,M,3,0,1,0,incysted too small to keep,
6/30/23,kidney,19,GAC,1.14,47.23,0.5,M,3,0,3,0,incysted too small to keep,
6/30/23,kidney,20,GAC,0.9,43.5,1,M,3,0,1,0,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,,
