Date,Time,Site,UnitID,UserID,TemperatureCelcius,mmHg,PercentDissolvedOxygen,DissolvedOxygenmgL,SPCuSpercm,pH,pHmV,ORPmV,PhycocyaninRFU,ChlorophyllRFU,fDOMRFU,fDOMQSU,DepthMeters,Vposm,DEPpsia,WiperV,CableVNotSure,CableV,ALTm,Latitude,Longitude
6/10/23,8:11:49 PM,ormand2,rental,,19.972,743.6,109.7,9.98,20.1,6.95,-9.9,117.4,-0.02,0.14,5.01,15.09,1.091,1.077,1.549,1.193,,12,230.3,50.18002,-125.5253
6/10/23,8:12:35 PM,ormand2,rental,,19.769,743.7,108.9,9.95,20.1,6.93,-8.8,121.1,-0.03,0.17,5.13,15.46,1.896,1.904,2.692,1.193,,12,228.2,50.18003,-125.5253
6/10/23,8:13:33 PM,ormand2,rental,,17.686,743.7,130.8,12.46,18.8,6.86,-4.9,125.3,0,0.32,11.01,33.34,2.904,2.916,4.125,1.193,,12,227.9,50.18007,-125.5253
6/10/23,8:14:55 PM,ormand2,rental,,12.7,743.8,131,13.9,18,6.72,2.6,133.1,0,0.37,14.01,42.45,3.886,3.862,5.524,1.193,,12,228.6,50.18007,-125.5253
6/10/23,8:15:55 PM,ormand2,rental,,9.225,743.7,119.8,13.78,17.8,6.59,9.1,140,0.02,0.5,14.73,44.62,5.111,5.102,7.268,1.192,,12,228.8,50.18002,-125.5253
6/10/23,8:16:46 PM,ormand2,rental,,7.646,743.8,113.8,13.59,17.8,6.52,12.9,144.3,0.05,0.62,15.09,45.75,5.991,5.998,8.519,1.192,,12,229.7,50.18002,-125.5254
6/10/23,8:17:33 PM,ormand2,rental,,6.574,743.8,108.6,13.33,17.9,6.46,15.7,147.6,0.1,0.81,15.24,46.18,6.913,6.904,9.832,1.192,,12,228.1,50.18002,-125.5253
6/10/23,8:18:19 PM,ormand2,rental,,5.891,743.7,102.8,12.83,18,6.36,21.1,151.6,0.11,0.96,15.5,46.99,7.946,7.967,11.301,1.192,,12,228,50.18002,-125.5253
6/10/23,8:19:10 PM,ormand2,rental,,5.405,743.7,98.5,12.45,18.1,6.27,25.8,156,0.12,0.81,15.67,47.49,8.929,8.924,12.699,1.192,,12,228.2,50.18002,-125.5253
6/10/23,8:20:04 PM,ormand2,rental,,5.102,743.7,93.8,11.95,18.2,6.19,29.8,159.9,0.08,0.6,15.6,47.29,9.841,9.899,13.996,1.192,,12,227.9,50.18002,-125.5254
6/10/23,8:20:53 PM,ormand2,rental,,4.891,743.7,89.9,11.52,18.4,6.13,32.8,162.8,0.08,0.46,15.42,46.73,11.031,11.046,15.689,1.192,,12,227.2,50.18003,-125.5253
6/10/23,8:21:32 PM,ormand2,rental,,4.86,743.7,86.7,11.11,18.4,6.1,34.7,165.4,0.07,0.46,15.36,46.56,12.098,12.099,17.207,1.192,,12,229.3,50.18002,-125.5253
6/10/23,8:22:09 PM,ormand2,rental,,4.754,743.7,84.2,10.82,18.5,6.05,37.1,167.8,0.09,0.42,15.21,46.08,13.126,13.095,18.669,1.192,,12,227.3,50.18003,-125.5253
6/10/23,8:23:00 PM,ormand2,rental,,4.691,743.8,81.1,10.44,18.6,6.03,38.4,169.8,0.05,0.43,15.09,45.75,14.17,14.166,20.153,1.192,,12,228.6,50.18002,-125.5253
6/10/23,8:23:40 PM,ormand2,rental,,4.64,743.8,77.8,10.02,18.7,5.98,40.7,172.2,0.1,0.39,14.88,45.1,15.135,15.148,21.527,1.192,,12,228.1,50.18003,-125.5254
6/12/23,1:45:17 PM,mud1,rental,,,745,,,,,,,,,,,,,,,,,0,0,0
6/12/23,1:45:20 PM,mud1,rental,,,744.9,,,,,,,,,,,,,,,,,0,0,0
6/12/23,1:45:30 PM,mud1,rental,,,745,,,,,,,,,,,,,,,,,0,0,0
6/12/23,1:45:58 PM,mud1,rental,,19.309,744.9,110.9,10.23,20,7.12,-19,124.1,0,0.08,2.33,6.94,-0.041,-0.042,-0.058,1.193,,12,0,0,0
6/12/23,1:46:45 PM,mud1,rental,,19.263,744.9,111,10.24,20,7.09,-17.6,124.9,-0.05,0.09,2.33,6.96,0.522,0.521,0.741,1.193,,12,209.6,50.19934,-125.5545
6/12/23,1:47:35 PM,mud1,rental,,19.153,744.8,111,10.26,20,7.09,-17.4,125.8,-0.01,0.08,2.38,7.09,1.018,1.012,1.446,1.193,,12,207.1,50.19934,-125.5545
6/12/23,1:48:24 PM,mud1,rental,,19.132,744.9,110.9,10.26,20,7.06,-16,128.2,-0.03,0.1,2.4,7.17,1.917,1.929,2.722,1.193,,12,209.2,50.19936,-125.5545
6/12/23,1:49:01 PM,mud1,rental,,19.115,744.9,110.9,10.26,20,7.05,-15.3,129.5,-0.02,0.14,2.42,7.23,2.922,2.943,4.15,1.193,,12,209.5,50.19938,-125.5544
6/12/23,1:49:55 PM,mud1,rental,,18.588,745,110.4,10.33,19.9,7.06,-15.9,130.3,-0.04,0.23,2.73,8.16,3.923,3.921,5.572,1.193,,12,210.9,50.19939,-125.5544
6/12/23,1:51:13 PM,mud1,rental,,11.472,744.8,126.1,13.75,18.7,7.04,-14.9,133.8,0,0.23,5.74,17.32,4.988,5.005,7.092,1.193,,12.1,213.2,50.19934,-125.5545
6/12/23,1:52:06 PM,mud1,rental,,9.668,745,123.6,14.06,18.7,6.98,-11.3,137.2,0.02,0.29,6,18.08,5.957,5.979,8.471,1.193,,12,214.6,50.19936,-125.5545
6/12/23,1:52:55 PM,mud1,rental,,8.28,744.9,118.4,13.92,18.8,6.84,-3.9,141.7,0.08,0.4,6.16,18.59,6.945,6.946,9.876,1.192,,12,214.1,50.19935,-125.5545
6/12/23,1:53:45 PM,mud1,rental,,7.741,744.9,114.1,13.6,18.7,6.71,3.1,146.1,0.05,0.41,6.21,18.72,7.891,7.913,11.222,1.192,,12,210.7,50.19938,-125.5544
6/12/23,1:54:34 PM,mud1,rental,,7.051,744.9,110,13.34,18.9,6.6,8.6,149.2,0.07,0.79,6.24,18.84,8.942,8.951,12.716,1.192,,12,211.3,50.19937,-125.5545
6/12/23,1:55:22 PM,mud1,rental,,6.729,744.9,106,12.95,19,6.47,15.3,153.1,0.08,0.58,6.23,18.81,9.934,9.938,14.128,1.192,,12,211.9,50.19935,-125.5545
6/12/23,1:56:08 PM,mud1,rental,,6.609,744.8,103.8,12.72,19,6.41,18.8,155.7,0.07,0.65,6.28,18.96,10.912,10.899,15.518,1.192,,12,212.8,50.19934,-125.5545
6/12/23,1:56:47 PM,mud1,rental,,6.476,744.9,102.3,12.58,19,6.37,20.8,157.5,0.11,0.76,6.29,18.97,12.077,12.07,17.176,1.192,,12,213.9,50.19936,-125.5545
6/12/23,1:57:26 PM,mud1,rental,,6.277,744.8,99.4,12.29,19.1,6.31,23.8,159.5,0.15,0.82,6.28,18.95,13.126,13.126,18.668,1.192,,12,213.8,50.19938,-125.5546
6/12/23,1:58:06 PM,mud1,rental,,6.173,744.9,96.9,12.01,19.2,6.26,26.2,161.3,0.14,0.75,6.26,18.9,14.033,13.998,19.958,1.192,,12,212.6,50.19936,-125.5546
6/12/23,1:58:43 PM,mud1,rental,,6.127,744.9,94.8,11.76,19.3,6.24,27.6,162.2,0.11,0.71,6.27,18.91,14.924,14.983,21.226,1.192,,12,211,50.19936,-125.5545
6/12/23,1:59:23 PM,mud1,rental,,6.063,744.9,92.7,11.52,19.3,6.19,30.1,164,0.13,0.71,6.27,18.93,16.104,16.111,22.905,1.192,,12,209.8,50.19937,-125.5545
6/12/23,1:59:57 PM,mud1,rental,,6.041,744.8,91.3,11.35,19.3,6.19,30.2,164.4,0.06,0.69,6.27,18.93,16.944,16.923,24.099,1.192,,12,210.4,50.19934,-125.5545
6/12/23,2:02:55 PM,mud2,rental,,,744.8,,,,,,,,,,,,,,,,,207.2,50.19919,-125.5546
6/12/23,2:05:57 PM,mud2,rental,,19.426,744.7,111.3,10.23,20.1,7.26,-26.6,106.8,0.01,0.06,2.29,6.83,0.063,0.033,0.09,1.193,,12,206.9,50.19788,-125.5554
6/12/23,2:08:52 PM,mud2,rental,,19.424,744.7,111.8,10.28,20,7.23,-25.1,112.2,-0.03,0.07,2.31,6.87,0.454,0.468,0.645,1.193,,12,207.1,50.19786,-125.5555
6/12/23,2:11:05 PM,mud2,rental,,19.275,744.7,111.4,10.28,20,7.23,-25.2,116.5,-0.05,0.07,2.37,7.05,1.181,1.203,1.678,1.193,,12,207.1,50.19785,-125.5555
6/12/23,2:11:50 PM,mud2,rental,,19.244,744.7,111.4,10.28,20,7.2,-23.4,119.1,-0.02,0.05,2.35,7.02,1.933,1.94,2.745,1.193,,12.1,206.3,50.19785,-125.5555
6/12/23,2:12:30 PM,mud2,rental,,19.231,744.7,111.3,10.28,20,7.22,-24.5,119.9,0,0.09,2.37,7.05,2.927,2.918,4.157,1.193,,12.1,207.8,50.19785,-125.5555
6/12/23,2:13:22 PM,mud2,rental,,17.926,744.7,121.2,11.49,19.5,7.24,-25.7,120.7,-0.04,0.23,3.72,11.16,3.957,3.964,5.62,1.193,,12,207.3,50.19785,-125.5555
6/12/23,2:14:25 PM,mud2,rental,,12.839,744.6,128.9,13.63,18.5,7.29,-28.1,121.9,0,0.23,5.63,16.96,4.94,4.935,7.022,1.193,,12,208.6,50.19786,-125.5555
6/12/23,2:15:25 PM,mud2,rental,,10.193,744.7,125,14.05,18.6,7.23,-24.6,125.5,0.04,0.28,5.95,17.96,5.889,5.905,8.374,1.193,,12,209.2,50.19786,-125.5555
6/12/23,2:16:16 PM,mud2,rental,,8.647,744.7,120.4,14.02,18.8,7.12,-18.9,129.3,0.03,0.37,6.16,18.58,6.871,6.872,9.771,1.192,,12,210.2,50.19785,-125.5555
6/12/23,2:16:58 PM,mud2,rental,,7.856,744.7,114.8,13.64,18.7,7.02,-13.4,131.9,0.06,0.46,6.19,18.66,7.911,7.886,11.25,1.192,,12,208.6,50.19785,-125.5555
6/12/23,2:17:43 PM,mud2,rental,,7.342,744.7,110.7,13.32,18.8,6.9,-7.3,135.1,0.08,0.5,6.23,18.81,8.93,8.94,12.7,1.192,,12,207.4,50.19785,-125.5555
6/12/23,2:18:26 PM,mud2,rental,,6.888,744.7,107,13.02,18.9,6.8,-1.8,138.4,0.07,0.54,6.26,18.9,10.008,10.032,14.234,1.192,,12,206.5,50.19785,-125.5555
6/12/23,2:19:05 PM,mud2,rental,,6.661,744.7,104.5,12.78,19,6.72,2.1,140.9,0.09,0.62,6.27,18.92,11.025,11.041,15.68,1.192,,12,204.7,50.19786,-125.5555
6/12/23,2:19:47 PM,mud2,rental,,6.554,744.7,102.9,12.64,19,6.68,4.5,142.8,0.09,0.72,6.3,19,12.151,12.126,17.281,1.192,,12,206.1,50.19786,-125.5555
6/12/23,2:20:28 PM,mud2,rental,,6.377,744.7,101,12.45,19.1,6.62,7.3,145.2,0.12,0.77,6.3,19.01,12.985,13.019,18.468,1.192,,12.1,205.8,50.19786,-125.5555
6/12/23,2:21:10 PM,mud2,rental,,6.21,744.7,97.7,12.1,19.2,6.56,10.6,147.2,0.12,0.8,6.28,18.94,14.112,14.092,20.071,1.192,,12,204,50.19787,-125.5555
6/12/23,2:21:52 PM,mud2,rental,,6.094,744.7,93.7,11.64,19.3,6.49,14.4,149.7,0.07,0.77,6.23,18.8,15.05,15.081,21.405,1.192,,12,203.4,50.19788,-125.5555
6/12/23,2:42:35 PM,mud2,rental,,,744.7,,,,,,,,,,,,,,,,,203.6,50.20144,-125.5531
6/15/23,1:19:35 PM,stella1,rental,,,754.1,,,,,,,,,,,,,,,,,0,0,0
6/15/23,1:20:13 PM,stella1,rental,,16.426,754.1,109.1,10.67,14.7,7.15,-20.4,145.5,0.02,0.16,5.08,15.31,-0.062,-0.1,-0.088,1.192,,12,0,0,0
6/15/23,1:26:36 PM,stella1,rental,,16.271,754.1,110.7,10.87,14.8,6.94,-9.5,143,0.02,0.14,5.25,15.81,0.568,0.555,0.807,1.192,,12.1,137.3,50.28493,-125.4909
6/15/23,1:30:01 PM,stella1,rental,,16.222,754.1,110.7,10.88,14.7,6.88,-6.1,147,0.01,0.2,5.31,15.99,1.01,1.009,1.435,1.193,,12.1,138.7,50.28495,-125.4909
6/15/23,1:30:45 PM,stella1,rental,,16.204,754.1,110.6,10.87,14.7,6.86,-4.6,148.7,0.01,0.19,5.29,15.95,1.952,1.939,2.773,1.192,,12,135,50.28497,-125.4908
6/15/23,1:31:25 PM,stella1,rental,,16.178,754.1,110.5,10.87,14.8,6.81,-2.4,150.9,0.03,0.24,5.3,15.98,2.995,2.993,4.255,1.192,,12,134.8,50.28492,-125.4909
6/15/23,1:32:04 PM,stella1,rental,,16.164,754.1,110.5,10.87,14.7,6.78,-0.4,152.9,0.05,0.24,5.3,15.98,3.983,3.992,5.658,1.192,,12,138.2,50.28489,-125.4909
6/15/23,1:32:50 PM,stella1,rental,,16.099,754,110.3,10.87,14.8,6.75,1.3,155,0.01,0.23,5.34,16.1,4.963,4.981,7.051,1.192,,12.1,137.6,50.28489,-125.4909
6/15/23,1:33:34 PM,stella1,rental,,15.94,754,110.5,10.92,14.7,6.7,3.6,157.2,0.07,0.29,5.49,16.56,5.947,5.948,8.449,1.192,,12,135.5,50.28496,-125.4908
6/15/23,1:34:27 PM,stella1,rental,,13.829,754,110.4,11.41,14.2,6.65,6.2,159.7,0.04,0.52,6.85,20.69,6.999,7,9.948,1.193,,12,137.9,50.28492,-125.4909
6/15/23,1:35:36 PM,stella1,rental,,8.763,754,114.8,13.35,13.8,6.59,9.4,161.8,0.1,0.9,7.61,22.99,7.919,7.93,11.261,1.192,,12,133.9,50.28495,-125.4909
6/15/23,1:36:20 PM,stella1,rental,,7.66,754,114.9,13.72,14,6.47,15.6,165.9,0.08,1.32,7.63,23.06,8.884,8.892,12.634,1.192,,12.1,135,50.28493,-125.4909
6/15/23,1:37:10 PM,stella1,rental,,7.078,754,109.6,13.28,14.2,6.28,25.6,170.2,0.21,1.65,7.69,23.25,9.948,9.959,14.148,1.192,,12,137.6,50.28492,-125.4909
6/15/23,1:38:46 PM,stella1,rental,,6.779,754,105.7,12.9,14.3,6.1,34.7,176.4,0.2,1.38,7.79,23.53,10.985,10.994,15.622,1.192,,12,137.9,50.28492,-125.4909
6/15/23,1:39:30 PM,stella1,rental,,6.606,754.1,102.5,12.57,14.3,6.01,39.5,179.4,0.16,1.12,7.82,23.63,12.054,12.063,17.144,1.192,,12,138.3,50.2849,-125.4909
6/15/23,1:40:07 PM,stella1,rental,,6.473,754,100.4,12.35,14.3,5.97,41.5,180.7,0.16,0.94,7.86,23.75,13.048,13.05,18.557,1.192,,12,140.4,50.28489,-125.4909
6/15/23,1:40:43 PM,stella1,rental,,6.379,754,99,12.2,14.4,5.94,43.4,182.3,0.1,0.85,7.85,23.71,14.023,14,19.944,1.192,,12,138,50.28492,-125.4909
6/15/23,1:41:33 PM,stella1,rental,,6.285,754,96.6,11.94,14.4,5.9,45.2,183.3,0.09,0.74,7.85,23.73,15.038,15.051,21.387,1.192,,12,140.3,50.28492,-125.4909
6/15/23,1:42:06 PM,stella1,rental,,6.231,754,95.4,11.81,14.5,5.87,46.6,184.5,0.09,0.68,7.84,23.7,16.002,15.98,22.759,1.192,,12,138.8,50.28492,-125.4909
6/15/23,1:42:48 PM,stella1,rental,,6.165,754,91.2,11.3,14.7,5.79,50.9,186.8,0.11,0.53,7.77,23.47,16.986,16.995,24.158,1.192,,12,137.5,50.28493,-125.4909
6/15/23,1:43:28 PM,stella1,rental,,6.098,754.1,86.4,10.72,14.8,5.75,53.1,188.3,0.09,0.41,7.71,23.28,18.013,18.005,25.618,1.192,,12,138.2,50.28493,-125.4909
6/15/23,1:44:02 PM,stella1,rental,,6.061,754,84.6,10.51,14.9,5.75,53.3,188.4,0.11,0.35,7.57,22.86,18.93,18.925,26.923,1.192,,12.1,138.9,50.28493,-125.4909
6/15/23,1:45:00 PM,stella1,rental,,6.035,754,77.4,9.62,15,5.68,56.7,190.5,0.08,0.38,7.46,22.53,20.134,20.124,28.636,1.192,,12.1,138.1,50.28492,-125.4909
6/15/23,1:48:43 PM,stella2,rental,,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
6/15/23,1:51:13 PM,stella2,rental,,16.416,754,110.2,10.79,14.8,7.18,-22.1,117.4,0.01,0.15,5.13,15.45,0.019,0.016,0.027,1.192,,12,135.8,50.28499,-125.4931
6/15/23,1:52:27 PM,stella2,rental,,16.403,754,111.2,10.88,14.8,7.12,-19,116.7,0.01,0.15,5.17,15.56,0.489,0.487,0.695,1.192,,12,135,50.28497,-125.4931
6/15/23,1:54:15 PM,stella2,rental,,16.278,754,111,10.89,14.8,7.08,-16.6,120.1,0.02,0.21,5.3,15.98,0.966,0.934,1.373,1.193,,12,137.7,50.28498,-125.4931
6/15/23,1:54:57 PM,stella2,rental,,16.203,754,110.8,10.89,14.8,7.07,-16.2,121.1,0.02,0.23,5.3,15.97,1.988,1.98,2.824,1.193,,12,136.9,50.28495,-125.4931
6/15/23,1:55:41 PM,stella2,rental,,16.174,754.1,110.7,10.88,14.8,7.08,-16.6,121.7,0.03,0.28,5.32,16.02,2.972,2.999,4.222,1.193,,12,133.5,50.28499,-125.4931
6/15/23,1:56:19 PM,stella2,rental,,16.16,754,110.6,10.89,14.8,7.06,-15.9,123,0.03,0.27,5.31,15.99,3.945,3.945,5.605,1.193,,12.1,134.3,50.28497,-125.4931
6/15/23,1:57:08 PM,stella2,rental,,16.121,754.1,110.5,10.88,14.7,7.08,-16.6,123.3,0.04,0.28,5.37,16.2,4.99,4.999,7.09,1.193,,12,133.6,50.28495,-125.4931
6/15/23,1:57:52 PM,stella2,rental,,15.954,754,110.6,10.92,14.7,7.05,-15.3,125.1,0.04,0.28,5.5,16.57,5.979,5.972,8.494,1.193,,12,133.7,50.28497,-125.4931
6/15/23,1:58:53 PM,stella2,rental,,14.624,754.1,113.2,11.51,14.7,7.04,-14.4,126.5,0.07,0.37,5.9,17.8,6.994,7.005,9.939,1.193,,12,134.2,50.28493,-125.4931
6/15/23,1:59:56 PM,stella2,rental,,9.149,754.1,115.9,13.35,13.9,7.01,-12.8,128.1,0.06,0.7,7.58,22.92,8.018,8.011,11.402,1.192,,12,136.8,50.28495,-125.4931
6/15/23,2:00:57 PM,stella2,rental,,7.876,754,115.7,13.74,14,6.85,-4.7,133,0.12,1.19,7.68,23.21,8.931,8.938,12.701,1.192,,12,135,50.28493,-125.4931
6/15/23,2:01:43 PM,stella2,rental,,7.275,754,112.7,13.58,14.1,6.75,0.5,135.7,0.11,1.44,7.73,23.35,10.041,10.068,14.28,1.192,,12,135.1,50.28497,-125.4931
6/15/23,2:02:33 PM,stella2,rental,,6.872,754,108,13.15,14.2,6.62,7.7,138.9,0.15,1.57,7.78,23.51,11.011,11.035,15.66,1.192,,12,135.9,50.28494,-125.4931
6/15/23,2:03:22 PM,stella2,rental,,6.713,754.1,104.7,12.81,14.3,6.52,12.7,142.1,0.19,1.44,7.83,23.67,12.022,12.041,17.097,1.192,,12,134.6,50.28495,-125.4931
6/15/23,2:04:09 PM,stella2,rental,,6.491,754,100.4,12.34,14.4,6.41,18.3,145.4,0.17,1.07,7.82,23.64,13.122,13.136,18.662,1.192,,12,137.4,50.28497,-125.4931
6/15/23,2:04:51 PM,stella2,rental,,6.321,754.1,96.6,11.92,14.5,6.32,23.4,149,0.14,0.88,7.82,23.64,14.107,14.112,20.063,1.192,,12,136.9,50.28496,-125.4931
6/15/23,2:05:38 PM,stella2,rental,,6.233,754,93.1,11.52,14.6,6.27,26.1,151.1,0.12,0.74,7.83,23.65,15.014,15.007,21.353,1.192,,12,136.7,50.28496,-125.4931
6/15/23,2:06:16 PM,stella2,rental,,6.184,754,90.6,11.23,14.7,6.23,28.2,153,0.09,0.73,7.77,23.49,16.054,16.063,22.832,1.192,,12,135.2,50.28493,-125.4931
6/15/23,4:06:11 PM,lowerstella1,rental,,16.546,754.6,110.6,10.79,19.6,7.05,-15.3,155.2,0,0.17,3.99,12,-0.167,-0.171,-0.237,1.192,,12,137.4,50.31103,-125.5437
6/15/23,4:08:18 PM,lowerstella1,rental,,18.342,754.6,110.3,10.37,15.4,7.02,-13.5,155,0.01,0.15,5.23,15.77,-0.022,-0.03,-0.032,1.193,,12,135,50.31101,-125.5438
6/15/23,4:09:23 PM,lowerstella1,rental,,17.879,754.6,109.1,10.35,15.3,7.01,-13,153.6,0.01,0.24,5.55,16.72,0.467,0.48,0.663,1.193,,12.1,136,50.311,-125.5438
6/15/23,4:10:37 PM,lowerstella1,rental,,17.733,754.5,108.6,10.34,15.3,7,-12.7,153,0.04,0.27,5.67,17.09,0.932,0.942,1.324,1.193,,12,133.7,50.31102,-125.5439
6/15/23,4:11:31 PM,lowerstella1,rental,,17.598,754.6,108.2,10.33,15.3,7.01,-13,152.6,-0.01,0.24,5.72,17.25,2.013,2.023,2.859,1.193,,12.1,133.2,50.31103,-125.5438
6/15/23,4:12:30 PM,lowerstella1,rental,,17.447,754.6,107.5,10.29,15.3,6.99,-12.1,153.1,0.04,0.26,5.79,17.45,2.956,2.966,4.198,1.193,,12.1,134.9,50.31102,-125.5438
6/15/23,4:13:10 PM,lowerstella1,rental,,17.35,754.5,107.1,10.27,15.3,6.98,-11.1,153.8,0.02,0.3,5.82,17.56,3.941,3.952,5.598,1.193,,12.1,135.3,50.31103,-125.5439
6/15/23,4:14:11 PM,lowerstella1,rental,,17.177,754.5,105.7,10.18,15.4,6.95,-9.5,154.3,0.05,0.27,5.97,18.01,5.05,5.058,7.174,1.193,,12.1,136.9,50.31104,-125.5438
6/15/23,4:17:11 PM,lowerstella2,rental,,,754.5,,,,,,,,,,,,,,,,,0,0,0
6/15/23,4:19:42 PM,lowerstella2,rental,,18.174,754.5,110.4,10.41,15.4,7.01,-13,107.6,0.04,0.16,5.35,16.12,-0.004,-0.023,-0.006,1.193,,12,132.7,50.31128,-125.5422
6/15/23,4:20:45 PM,lowerstella2,rental,,17.92,754.6,109,10.34,15.3,7,-12.3,111,0.03,0.27,5.57,16.79,0.516,0.507,0.733,1.193,,12,132.8,50.31126,-125.5422
6/15/23,4:21:29 PM,lowerstella2,rental,,17.744,754.6,108.5,10.33,15.3,6.99,-12.1,113.8,0.03,0.33,5.64,17.02,1.021,1.03,1.45,1.193,,12,135.8,50.31125,-125.5422
6/15/23,4:22:34 PM,lowerstella2,rental,,17.596,754.6,108.1,10.32,15.3,6.99,-12.1,117,0.07,0.27,5.74,17.31,1.963,1.978,2.788,1.193,,12,134.9,50.31126,-125.5422
6/15/23,4:23:17 PM,lowerstella2,rental,,17.482,754.6,107.7,10.31,15.3,6.98,-11.4,119.3,0.03,0.27,5.77,17.39,3.013,3.016,4.28,1.193,,12,135.6,50.31124,-125.5422
6/15/23,4:24:05 PM,lowerstella2,rental,,17.367,754.5,107.5,10.31,15.3,6.97,-10.6,121.8,0,0.28,5.81,17.52,3.913,3.931,5.559,1.193,,12,136.8,50.31126,-125.5422
6/15/23,4:24:54 PM,lowerstella2,rental,,17.267,754.6,107,10.28,15.3,6.97,-11,123,0.03,0.23,5.86,17.68,4.943,4.941,7.021,1.193,,12,135.7,50.31126,-125.5422
6/15/23,7:08:27 PM,mccreight1,rental,,17.827,760.6,111.2,10.56,20,6.99,-11.9,162.9,0.04,0.17,4.67,14.04,-0.086,-0.088,-0.122,1.193,,12,64.7,50.2851,-125.6467
6/15/23,7:13:41 PM,mccreight1,rental,,15.889,760.5,114.6,11.34,28.7,7.39,-33.5,162.3,0.03,0.27,4.2,12.61,-0.061,-0.074,-0.087,1.193,,12.1,56.2,50.28611,-125.6469
6/15/23,7:14:44 PM,mccreight1,rental,,15.27,760.6,113.5,11.37,28.5,7.47,-37.7,159.2,0.05,0.49,4.53,13.64,0.556,0.547,0.79,1.193,,12.1,72.4,50.28613,-125.6469
6/15/23,7:15:36 PM,mccreight1,rental,,14.818,760.6,112.9,11.43,28.3,7.45,-36.8,159,0.02,0.43,4.73,14.22,1.004,1.008,1.427,1.193,,12.1,71.8,50.28611,-125.6469
6/15/23,7:16:24 PM,mccreight1,rental,,14.282,760.5,111.7,11.45,28.2,7.42,-35,159.2,0.05,0.4,5,15.06,2.079,2.084,2.955,1.193,,12.1,64.8,50.28614,-125.6469
6/15/23,7:17:04 PM,mccreight1,rental,,14.134,760.6,111.6,11.46,28.2,7.39,-33.4,159.7,0.03,0.39,5.06,15.23,2.97,2.988,4.22,1.193,,12.1,64.6,50.28611,-125.6469
6/15/23,7:17:57 PM,mccreight1,rental,,14.035,760.6,111.6,11.49,28.1,7.38,-32.8,159.5,0.04,0.47,5.1,15.38,4.093,4.085,5.817,1.192,,12.1,61.6,50.28608,-125.6469
6/15/23,7:18:36 PM,mccreight1,rental,,13.989,760.6,111.6,11.5,28.1,7.36,-32,160.1,0.05,0.39,5.11,15.39,4.993,5.004,7.097,1.193,,12.1,64.8,50.28608,-125.6469
6/15/23,7:19:30 PM,mccreight1,rental,,13.805,760.7,111.4,11.53,28,7.36,-31.9,159.9,0.03,0.4,5.2,15.66,5.917,5.929,8.41,1.192,,12,61.6,50.28611,-125.6469
6/15/23,7:20:18 PM,mccreight1,rental,,13.75,760.6,111.5,11.55,28,7.34,-30.9,160.3,0.03,0.46,5.23,15.75,7.08,7.088,10.063,1.192,,12.1,63.5,50.2861,-125.6469
6/15/23,7:20:59 PM,mccreight1,rental,,13.594,760.6,111.2,11.56,28,7.33,-30.2,160.7,0.02,0.44,5.32,16.03,7.982,7.992,11.345,1.192,,12.1,62.5,50.28606,-125.6469
6/15/23,7:22:50 PM,mccreight1,rental,,13.426,760.6,111.1,11.59,28,7.3,-28.6,161.7,0.01,0.38,5.4,16.28,10.104,10.121,14.361,1.192,,12,64.8,50.28607,-125.6469
6/15/23,7:23:32 PM,mccreight1,rental,,13.385,760.5,111,11.6,27.9,7.28,-27.8,162.3,0.01,0.38,5.41,16.3,11.011,11.005,15.651,1.192,,12.1,67.1,50.28603,-125.6469
6/15/23,7:24:21 PM,mccreight1,rental,,12.987,760.6,110.4,11.64,27.8,7.27,-26.9,162.6,0.03,0.32,5.63,16.97,12,11.984,17.057,1.192,,12.1,66.5,50.28606,-125.647
6/15/23,7:25:18 PM,mccreight1,rental,,12.473,760.6,109.7,11.7,27.8,7.24,-25.1,163.3,0.03,0.37,5.96,17.96,13.134,13.144,18.67,1.192,,12.1,66.3,50.28605,-125.647
6/15/23,7:26:11 PM,mccreight1,rental,,11.574,760.5,108.8,11.83,27.5,7.19,-22.5,164.4,0.05,0.34,6.39,19.27,13.96,13.977,19.846,1.193,,12,67,50.28608,-125.647
6/15/23,7:27:00 PM,mccreight1,rental,,10.388,760.4,107.7,12.04,27.2,7.12,-18.7,166,0.03,0.31,7.01,21.17,14.957,14.984,21.267,1.192,,12.1,64.6,50.28607,-125.6469
6/15/23,7:29:52 PM,mccreight2,rental,,,760.5,,,,,,,,,,,,,,,,,0,0,0
6/15/23,7:35:16 PM,mccreight2,rental,,16.076,760.4,114.9,11.32,28.7,7.4,-34.4,131.2,0.02,0.3,1.49,4.4,-0.054,-0.045,-0.076,1.193,,12,66,50.28646,-125.6485
6/15/23,7:35:54 PM,mccreight2,rental,,15.099,760.5,113.3,11.4,28.5,7.46,-37.4,130.6,0.04,0.31,4.62,13.91,0.504,0.493,0.716,1.193,,12,64.3,50.28648,-125.6485
6/15/23,7:36:40 PM,mccreight2,rental,,15.006,760.5,113.3,11.43,28.4,7.47,-38.2,130.7,0.06,0.52,4.66,14.03,1.029,1.037,1.462,1.193,,12,55.7,50.28652,-125.6485
6/15/23,7:37:27 PM,mccreight2,rental,,14.758,760.5,112.8,11.43,28.3,7.47,-38,131.4,0.07,0.49,4.78,14.39,1.992,1.985,2.831,1.193,,12,62.2,50.28647,-125.6485
