variable,rhat,ess_bulk,ess_tail
b_Intercept,1.0002327432173028,9320.821542820211,7635.839553828084
b_defor,1.0004154890951673,10437.566136215697,7682.520652373564
sigma,1.0012476635630327,5802.238822164446,6458.275356441625
Intercept,1.001049215469896,5789.372205479629,6203.8439750455445
lprior,1.0007863314725765,5648.743355216941,6214.240340816032
lp__,1.0006853454672169,4832.511332068163,6200.4583411090925
